Date,C6H6(GT),NOx(GT),NO2(GT),T,CO(GT)
2004-03-13 02:00:00,0.08188976377952756,0.05484089370345294,0.27972027972027974,0.1751152073732719,0.1271186440677966
2004-03-13 03:00:00,0.08188976377952756,0.07244414353419092,0.28321678321678323,0.15207373271889402,0.13559322033898302
2004-03-13 04:00:00,0.09448818897637795,0.07244414353419092,0.28321678321678323,0.1336405529953917,0.07627118644067796
2004-03-13 05:00:00,0.03779527559055118,0.04062288422477996,0.22027972027972026,0.163594470046083,0.07627118644067796
2004-03-13 06:00:00,0.04251968503937008,0.034529451591062965,0.20279720279720279,0.1382488479262673,0.09322033898305083
2004-03-13 07:00:00,0.07716535433070866,0.0927555856465809,0.26223776223776224,0.1175115207373272,0.11864406779661016
2004-03-13 08:00:00,0.1826771653543307,0.17197020988490183,0.3286713286713287,0.12211981566820278,0.22033898305084745
2004-03-13 09:00:00,0.23464566929133857,0.1983750846310088,0.4090909090909091,0.19354838709677422,0.3050847457627119
2004-03-13 10:00:00,0.2,0.16790792146242384,0.4335664335664336,0.2580645161290323,0.2627118644067797
2004-03-13 11:00:00,0.25039370078740164,0.1990521327014218,0.5454545454545454,0.3317972350230415,0.3389830508474576
2004-03-13 12:00:00,0.2173228346456693,0.16046039268788084,0.5559440559440559,0.39631336405529954,0.29661016949152547
2004-03-13 13:00:00,0.19055118110236222,0.10223425863236289,0.42657342657342656,0.41935483870967744,0.22881355932203387
2004-03-13 14:00:00,0.13228346456692913,0.07853757616790791,0.3496503496503497,0.38709677419354843,0.16101694915254236
2004-03-13 15:00:00,0.14173228346456693,0.07921462423832092,0.3986013986013986,0.39631336405529954,0.16101694915254236
2004-03-13 16:00:00,0.15748031496062992,0.09207853757616791,0.42657342657342656,0.37788018433179726,0.20338983050847456
2004-03-13 17:00:00,0.16377952755905512,0.09884901828029789,0.4300699300699301,0.35714285714285715,0.18644067796610167
2004-03-13 18:00:00,0.2409448818897638,0.15233581584292485,0.5104895104895105,0.3433179723502305,0.2627118644067797
2004-03-13 19:00:00,0.305511811023622,0.18618821936357483,0.5699300699300699,0.3364055299539171,0.3474576271186441
2004-03-13 20:00:00,0.2992125984251969,0.18754231550440081,0.5559440559440559,0.33410138248847926,0.3474576271186441
2004-03-13 21:00:00,0.28503937007874014,0.19025050778605282,0.548951048951049,0.32488479262672815,0.3474576271186441
2004-03-13 22:00:00,0.20314960629921258,0.14353419092755587,0.493006993006993,0.3087557603686636,0.25423728813559326
2004-03-13 23:00:00,0.16850393700787403,0.11509817197020987,0.44755244755244755,0.31105990783410137,0.211864406779661
2004-03-14 00:00:00,0.1700787401574803,0.12728503723764387,0.44405594405594406,0.2926267281105991,0.23728813559322032
2004-03-14 01:00:00,0.18425196850393702,0.11645226811103587,0.4090909090909091,0.3087557603686636,0.22881355932203387
2004-03-14 02:00:00,0.13228346456692913,0.08530805687203791,0.35664335664335667,0.2603686635944701,0.20338983050847456
2004-03-14 03:00:00,0.1496062992125984,0.046039268788083954,0.27972027972027974,0.23963133640552997,0.19491525423728812
2004-03-14 04:00:00,0.07874015748031496,0.046039268788083954,0.27972027972027974,0.2511520737327189,0.09322033898305083
2004-03-14 05:00:00,0.05511811023622047,0.034529451591062965,0.23776223776223776,0.2373271889400922,0.09322033898305083
2004-03-14 06:00:00,0.03622047244094488,0.02843601895734597,0.21328671328671328,0.23963133640552997,0.07627118644067796
2004-03-14 07:00:00,0.03464566929133858,0.04874746106973595,0.22727272727272727,0.21198156682027652,0.06779661016949153
2004-03-14 08:00:00,0.06299212598425197,0.06702775897088693,0.2867132867132867,0.23963133640552997,0.11016949152542371
2004-03-14 09:00:00,0.09763779527559055,0.07853757616790791,0.28321678321678323,0.2580645161290323,0.1271186440677966
2004-03-14 10:00:00,0.13228346456692913,0.0961408259986459,0.3356643356643357,0.3064516129032258,0.17796610169491525
2004-03-14 11:00:00,0.16850393700787403,0.11780636425186188,0.3916083916083916,0.3617511520737327,0.22881355932203387
2004-03-14 12:00:00,0.1653543307086614,0.10765064319566689,0.4090909090909091,0.41705069124423966,0.22881355932203387
2004-03-14 13:00:00,0.11496062992125984,0.07515233581584292,0.35664335664335667,0.4608294930875576,0.16101694915254236
2004-03-14 14:00:00,0.11496062992125984,0.06838185511171292,0.3496503496503497,0.46543778801843316,0.1440677966101695
2004-03-14 15:00:00,0.12598425196850394,0.07447528774542991,0.36713286713286714,0.4769585253456221,0.15254237288135591
2004-03-14 16:00:00,0.18425196850393702,0.11374407582938388,0.44405594405594406,0.4838709677419355,0.24576271186440676
2004-03-14 17:00:00,0.1858267716535433,0.12051455653351387,0.4405594405594406,0.46313364055299544,0.23728813559322032
2004-03-14 18:00:00,0.1889763779527559,0.10697359512525388,0.4160839160839161,0.42626728110599077,0.20338983050847456
2004-03-14 19:00:00,0.3212598425196851,0.17535545023696683,0.541958041958042,0.39631336405529954,0.3813559322033898
2004-03-14 20:00:00,0.3606299212598425,0.21868652674339878,0.5979020979020979,0.37788018433179726,0.4915254237288136
2004-03-14 21:00:00,0.22834645669291337,0.14556533513879485,0.5034965034965035,0.35714285714285715,0.2796610169491525
2004-03-14 22:00:00,0.13858267716535433,0.09749492213947189,0.4160839160839161,0.34792626728110604,0.1694915254237288
2004-03-14 23:00:00,0.13543307086614173,0.10155721056194988,0.4090909090909091,0.31105990783410137,0.17796610169491525
2004-03-15 00:00:00,0.11338582677165354,0.06905890318212593,0.33916083916083917,0.3133640552995392,0.1440677966101695
2004-03-15 01:00:00,0.10551181102362205,0.07041299932295192,0.3181818181818182,0.29493087557603687,0.1440677966101695
2004-03-15 02:00:00,0.10708661417322834,0.07176709546377792,0.30069930069930073,0.28110599078341014,0.1440677966101695
2004-03-15 03:00:00,0.06614173228346457,0.043331076506431955,0.24125874125874125,0.26267281105990786,0.0847457627118644
2004-03-15 04:00:00,0.05984251968503937,0.043331076506431955,0.24125874125874125,0.25576036866359453,0.07627118644067796
2004-03-15 05:00:00,0.05826771653543307,0.05822613405551794,0.2517482517482518,0.24654377880184336,0.07627118644067796
2004-03-15 06:00:00,0.09763779527559055,0.09207853757616791,0.27272727272727276,0.23502304147465441,0.11016949152542371
2004-03-15 07:00:00,0.1496062992125984,0.15301286391333785,0.3041958041958042,0.23271889400921664,0.17796610169491525
2004-03-15 08:00:00,0.4047244094488188,0.24238320920785375,0.3916083916083916,0.2580645161290323,0.4576271186440678
2004-03-15 09:00:00,0.5748031496062993,0.3222748815165877,0.513986013986014,0.3133640552995392,0.6779661016949152
2004-03-15 10:00:00,0.415748031496063,0.26540284360189575,0.541958041958042,0.37327188940092165,0.4830508474576271
2004-03-15 11:00:00,0.3133858267716536,0.21462423832092078,0.534965034965035,0.4285714285714286,0.3474576271186441
2004-03-15 12:00:00,0.21889763779527557,0.13473256601218686,0.46153846153846156,0.47926267281105994,0.25423728813559326
2004-03-15 13:00:00,0.231496062992126,0.11442112389979688,0.4090909090909091,0.5092165898617512,0.23728813559322032
2004-03-15 14:00:00,0.23937007874015748,0.10629654705484089,0.38111888111888115,0.5230414746543779,0.23728813559322032
2004-03-15 15:00:00,0.1874015748031496,0.10223425863236289,0.35664335664335667,0.5345622119815668,0.20338983050847456
2004-03-15 16:00:00,0.17795275590551182,0.09546377792823289,0.33916083916083917,0.5345622119815668,0.18644067796610167
2004-03-15 17:00:00,0.22992125984251968,0.10426540284360189,0.37762237762237766,0.5207373271889402,0.22881355932203387
2004-03-15 18:00:00,0.5023622047244095,0.21123899796885579,0.5594405594405595,0.4907834101382489,0.5084745762711864
2004-03-15 19:00:00,0.6141732283464567,0.27217332430602575,0.6468531468531469,0.44239631336405527,0.6694915254237288
2004-03-15 20:00:00,0.4850393700787402,0.21530128639133378,0.5699300699300699,0.39400921658986177,0.5423728813559322
2004-03-15 21:00:00,0.3102362204724409,0.17197020988490183,0.5,0.35714285714285715,0.3474576271186441
2004-03-15 22:00:00,0.2377952755905512,0.12931618144888288,0.4300699300699301,0.33410138248847926,0.2627118644067797
2004-03-15 23:00:00,0.10551181102362205,0.058903182125930945,0.34615384615384615,0.32488479262672815,0.11016949152542371
2004-03-16 00:00:00,0.1716535433070866,0.08463100880162491,0.3531468531468532,0.29723502304147464,0.1694915254237288
2004-03-16 01:00:00,0.08188976377952756,0.05213270142180095,0.30069930069930073,0.3133640552995392,0.09322033898305083
2004-03-16 02:00:00,0.04094488188976378,0.02775897088693297,0.20629370629370627,0.3133640552995392,0.059322033898305086
2004-03-16 03:00:00,0.03307086614173228,0.03859174001354096,0.1993006993006993,0.28571428571428575,0.05084745762711864
2004-03-16 04:00:00,0.03779527559055118,0.03859174001354096,0.1993006993006993,0.25576036866359453,0.0423728813559322
2004-03-16 05:00:00,0.028346456692913385,0.024373730534867973,0.17482517482517482,0.2672811059907834,0.0423728813559322
2004-03-16 06:00:00,0.05196850393700787,0.05416384563303995,0.21678321678321677,0.2304147465437788,0.06779661016949153
2004-03-16 07:00:00,0.07716535433070866,0.06567366283006093,0.23776223776223776,0.22580645161290325,0.10169491525423728
2004-03-16 08:00:00,0.25196850393700787,0.17670954637779282,0.3321678321678322,0.24193548387096775,0.2796610169491525
2004-03-16 09:00:00,0.30708661417322836,0.15368991198375084,0.3251748251748252,0.28571428571428575,0.3050847457627119
2004-03-16 10:00:00,0.39212598425196854,0.26675693974272174,0.5174825174825175,0.3824884792626729,0.4406779661016949
2004-03-16 11:00:00,0.31181102362204727,0.21123899796885579,0.5594405594405595,0.46543778801843316,0.3389830508474576
2004-03-16 12:00:00,0.28503937007874014,0.14556533513879485,0.5314685314685315,0.5345622119815668,0.2711864406779661
2004-03-16 13:00:00,0.3480314960629921,0.16926201760324983,0.5559440559440559,0.555299539170507,0.3305084745762712
2004-03-16 14:00:00,0.3181102362204724,0.17670954637779282,0.5559440559440559,0.566820276497696,0.3135593220338983
2004-03-16 15:00:00,0.22677165354330708,0.12051455653351387,0.4405594405594406,0.5944700460829493,0.22881355932203387
2004-03-16 16:00:00,0.2582677165354331,0.12322274881516587,0.44405594405594406,0.6221198156682027,0.23728813559322032
2004-03-16 17:00:00,0.24566929133858267,0.12728503723764387,0.4580419580419581,0.6175115207373272,0.23728813559322032
2004-03-16 18:00:00,0.27716535433070866,0.12322274881516587,0.479020979020979,0.5230414746543779,0.2796610169491525
2004-03-16 19:00:00,0.29763779527559053,0.12119160460392688,0.47202797202797203,0.46313364055299544,0.3220338983050847
2004-03-16 20:00:00,0.24566929133858267,0.11103588354773188,0.493006993006993,0.44239631336405527,0.2627118644067797
2004-03-16 21:00:00,0.38897637795275586,0.2132701421800948,0.6118881118881119,0.41013824884792627,0.423728813559322
2004-03-16 22:00:00,0.2094488188976378,0.12322274881516587,0.4755244755244755,0.3847926267281106,0.211864406779661
2004-03-16 23:00:00,0.14015748031496061,0.08666215301286391,0.40209790209790214,0.35714285714285715,0.13559322033898302
2004-03-17 00:00:00,0.13228346456692913,0.0880162491536899,0.36713286713286714,0.3294930875576037,0.13559322033898302
2004-03-17 01:00:00,0.08188976377952756,0.06296547054840892,0.3076923076923077,0.3294930875576037,0.09322033898305083
2004-03-17 02:00:00,0.06141732283464567,0.046039268788083954,0.2692307692307692,0.29723502304147464,0.06779661016949153
2004-03-17 03:00:00,0.03779527559055118,0.035206499661475966,0.20279720279720279,0.2741935483870968,0.05084745762711864
2004-03-17 04:00:00,0.026771653543307086,0.035206499661475966,0.20279720279720279,0.26497695852534564,0.03389830508474576
2004-03-17 05:00:00,0.02204724409448819,0.01760324983073798,0.13286713286713286,0.24423963133640558,0.03389830508474576
2004-03-17 06:00:00,0.026771653543307086,0.02979011509817197,0.1783216783216783,0.24654377880184336,0.03389830508474576
2004-03-17 07:00:00,0.11496062992125984,0.10697359512525388,0.2867132867132867,0.20046082949308758,0.1271186440677966
2004-03-17 08:00:00,0.3338582677165354,0.21530128639133378,0.3706293706293706,0.22811059907834103,0.3389830508474576
2004-03-17 09:00:00,0.5700787401574803,0.25389302640487477,0.4370629370629371,0.29723502304147464,0.5508474576271186
2004-03-17 10:00:00,0.33228346456692914,0.1882193635748138,0.46153846153846156,0.38018433179723504,0.3559322033898305
2004-03-17 11:00:00,0.23937007874015748,0.14827352742044686,0.46503496503496505,0.4585253456221199,0.23728813559322032
2004-03-17 12:00:00,0.1937007874015748,0.14082599864590387,0.48951048951048953,0.5322580645161291,0.20338983050847456
2004-03-17 13:00:00,0.23464566929133857,0.13676371022342587,0.527972027972028,0.5622119815668203,0.22881355932203387
2004-03-17 14:00:00,0.21259842519685038,0.10765064319566689,0.4230769230769231,0.5691244239631337,0.211864406779661
2004-03-17 15:00:00,0.16062992125984252,0.0900473933649289,0.35664335664335667,0.5898617511520737,0.16101694915254236
2004-03-17 16:00:00,0.23622047244094488,0.12457684495599188,0.44405594405594406,0.6474654377880185,0.23728813559322032
2004-03-17 17:00:00,0.19055118110236222,0.0981719702098849,0.3916083916083916,0.6290322580645161,0.20338983050847456
2004-03-17 18:00:00,0.42204724409448824,0.2010832769126608,0.5454545454545454,0.5691244239631337,0.4152542372881356
2004-03-17 19:00:00,0.6015748031496063,0.27691266079891674,0.6713286713286714,0.5046082949308757,0.635593220338983
2004-03-17 20:00:00,0.5496062992125985,0.23358158429248477,0.6293706293706294,0.4447004608294931,0.5593220338983051
2004-03-17 21:00:00,0.4251968503937008,0.22613405551794177,0.6223776223776224,0.4124423963133641,0.4745762711864407
2004-03-17 22:00:00,0.23307086614173228,0.13540961408259988,0.46853146853146854,0.3686635944700461,0.22881355932203387
2004-03-17 23:00:00,0.24409448818897636,0.11916046039268788,0.4370629370629371,0.34101382488479265,0.211864406779661
2004-03-18 00:00:00,0.2015748031496063,0.10291130670277589,0.3986013986013986,0.3133640552995392,0.18644067796610167
2004-03-18 01:00:00,0.12440944881889762,0.06093432633716994,0.36713286713286714,0.30184331797235026,0.11016949152542371
2004-03-18 02:00:00,0.08346456692913386,0.03994583615436696,0.30069930069930073,0.3133640552995392,0.07627118644067796
2004-03-18 03:00:00,0.05354330708661417,0.03926878808395396,0.26573426573426573,0.2926267281105991,0.05084745762711864
2004-03-18 04:00:00,0.04251968503937008,0.03926878808395396,0.26573426573426573,0.23963133640552997,0.0423728813559322
2004-03-18 05:00:00,0.03622047244094488,0.023696682464454975,0.1923076923076923,0.24884792626728114,0.0423728813559322
2004-03-18 06:00:00,0.04409448818897638,0.04468517264725796,0.24125874125874125,0.22350230414746547,0.05084745762711864
2004-03-18 07:00:00,0.11811023622047244,0.0927555856465809,0.2902097902097902,0.21658986175115208,0.11864406779661016
2004-03-18 08:00:00,0.36377952755905507,0.22816519972918078,0.42657342657342656,0.2373271889400922,0.3898305084745763
2004-03-18 09:00:00,0.5606299212598425,0.28368314150304674,0.520979020979021,0.30184331797235026,0.5508474576271186
2004-03-18 10:00:00,0.33228346456692914,0.23493568043331076,0.5174825174825175,0.3824884792626729,0.3728813559322034
2004-03-18 11:00:00,0.2220472440944882,0.15030467163168584,0.5244755244755245,0.4516129032258065,0.22881355932203387
2004-03-18 12:00:00,0.1937007874015748,0.11442112389979688,0.479020979020979,0.5207373271889402,0.17796610169491525
2004-03-18 13:00:00,0.1889763779527559,0.09952606635071089,0.4580419580419581,0.5299539170506913,0.17796610169491525
2004-03-18 14:00:00,0.20314960629921258,0.0914014895057549,0.4335664335664336,0.5529953917050692,0.18644067796610167
2004-03-18 15:00:00,0.22362204724409449,0.09952606635071089,0.4405594405594406,0.5944700460829493,0.17796610169491525
2004-03-18 16:00:00,0.2614173228346457,0.11509817197020987,0.583916083916084,0.5967741935483871,0.22881355932203387
2004-03-18 17:00:00,0.22519685039370077,0.11103588354773188,0.513986013986014,0.566820276497696,0.22033898305084745
2004-03-18 18:00:00,0.3354330708661417,0.14353419092755587,0.5384615384615384,0.5023041474654378,0.3050847457627119
2004-03-18 19:00:00,0.4125984251968504,0.1882193635748138,0.5804195804195804,0.44930875576036866,0.423728813559322
2004-03-18 20:00:00,0.40629921259842516,0.18551117129316183,0.6083916083916084,0.40092165898617516,0.423728813559322
2004-03-18 21:00:00,0.21889763779527557,0.11916046039268788,0.46503496503496505,0.34101382488479265,0.2627118644067797
2004-03-18 22:00:00,0.15905511811023623,0.0859851049424509,0.4160839160839161,0.3064516129032258,0.1694915254237288
2004-03-18 23:00:00,0.12755905511811025,0.06296547054840892,0.33916083916083917,0.2741935483870968,0.13559322033898302
2004-03-19 00:00:00,0.13700787401574804,0.0839539607312119,0.36363636363636365,0.24884792626728114,0.16101694915254236
2004-03-19 01:00:00,0.10078740157480315,0.06838185511171292,0.3286713286713287,0.24654377880184336,0.1271186440677966
2004-03-19 02:00:00,0.05354330708661417,0.03114421123899797,0.21328671328671328,0.2603686635944701,0.06779661016949153
2004-03-19 03:00:00,0.03622047244094488,0.012186865267433986,0.1048951048951049,0.2603686635944701,0.05084745762711864
2004-03-19 04:00:00,0.025196850393700787,0.012186865267433986,0.1048951048951049,0.25576036866359453,0.03389830508474576
2004-03-19 05:00:00,0.01732283464566929,0.010832769126607989,0.09090909090909091,0.2603686635944701,0.03389830508474576
2004-03-19 06:00:00,0.03307086614173228,0.03656059580230196,0.20629370629370627,0.25576036866359453,0.05084745762711864
2004-03-19 07:00:00,0.10236220472440945,0.07650643195666891,0.33916083916083917,0.2580645161290323,0.11864406779661016
2004-03-19 08:00:00,0.3559055118110236,0.21530128639133378,0.541958041958042,0.27188940092165903,0.3983050847457627
2004-03-19 09:00:00,0.489763779527559,0.24035206499661477,0.5734265734265734,0.28571428571428575,0.516949152542373
2004-03-19 10:00:00,0.2992125984251969,0.16993906567366282,0.513986013986014,0.2926267281105991,0.3305084745762712
2004-03-19 11:00:00,0.25511811023622044,0.14624238320920785,0.46503496503496505,0.3064516129032258,0.2711864406779661
2004-03-19 12:00:00,0.2173228346456693,0.12863913337846988,0.4370629370629371,0.3294930875576037,0.22881355932203387
2004-03-19 13:00:00,0.2377952755905512,0.11780636425186188,0.4195804195804196,0.3433179723502305,0.24576271186440676
2004-03-19 14:00:00,0.25984251968503935,0.13270142180094788,0.46503496503496505,0.34792626728110604,0.2711864406779661
2004-03-19 15:00:00,0.2960629921259843,0.14218009478672985,0.479020979020979,0.35023041474654376,0.288135593220339
2004-03-19 16:00:00,0.30236220472440944,0.16723087339201084,0.506993006993007,0.3433179723502305,0.3305084745762712
2004-03-19 17:00:00,0.3259842519685039,0.1814488828706838,0.5454545454545454,0.34101382488479265,0.3813559322033898
2004-03-19 18:00:00,0.31496062992125984,0.15504400812457686,0.5034965034965035,0.3364055299539171,0.3389830508474576
2004-03-19 19:00:00,0.3385826771653543,0.16858496953283683,0.49650349650349657,0.3294930875576037,0.3728813559322034
2004-03-19 20:00:00,0.3086614173228347,0.14082599864590387,0.4755244755244755,0.3271889400921659,0.3220338983050847
2004-03-19 21:00:00,0.25984251968503935,0.16723087339201084,0.493006993006993,0.3225806451612903,0.3305084745762712
2004-03-19 22:00:00,0.14015748031496061,0.09546377792823289,0.3986013986013986,0.31105990783410137,0.17796610169491525
2004-03-19 23:00:00,0.12755905511811025,0.08463100880162491,0.3741258741258741,0.2995391705069124,0.1694915254237288
2004-03-20 00:00:00,0.08818897637795275,0.06905890318212593,0.3146853146853147,0.2903225806451613,0.13559322033898302
2004-03-20 01:00:00,0.07874015748031496,0.05687203791469194,0.28321678321678323,0.2926267281105991,0.1271186440677966
2004-03-20 02:00:00,0.06141732283464567,0.04874746106973595,0.27622377622377625,0.2926267281105991,0.10169491525423728
2004-03-20 03:00:00,0.050393700787401574,0.02843601895734597,0.1853146853146853,0.2903225806451613,0.10169491525423728
2004-03-20 04:00:00,0.04251968503937008,0.02843601895734597,0.1853146853146853,0.2903225806451613,0.059322033898305086
2004-03-20 05:00:00,0.04566929133858268,0.02708192281651997,0.1783216783216783,0.28571428571428575,0.059322033898305086
2004-03-20 06:00:00,0.03622047244094488,0.04129993229519296,0.22727272727272727,0.28571428571428575,0.059322033898305086
2004-03-20 07:00:00,0.06456692913385827,0.07650643195666891,0.3111888111888112,0.2834101382488479,0.0847457627118644
2004-03-20 08:00:00,0.13700787401574804,0.11374407582938388,0.3881118881118881,0.2903225806451613,0.1694915254237288
2004-03-20 09:00:00,0.1622047244094488,0.0981719702098849,0.3496503496503497,0.3087557603686636,0.19491525423728812
2004-03-20 10:00:00,0.1937007874015748,0.11103588354773188,0.36713286713286714,0.31797235023041476,0.211864406779661
2004-03-20 11:00:00,0.19055118110236222,0.13067027758970887,0.3881118881118881,0.3271889400921659,0.22881355932203387
2004-03-20 12:00:00,0.1811023622047244,0.12186865267433987,0.3706293706293706,0.34792626728110604,0.211864406779661
2004-03-20 13:00:00,0.1811023622047244,0.11238997968855788,0.36013986013986016,0.3663594470046084,0.211864406779661
2004-03-20 14:00:00,0.14330708661417324,0.08327691266079891,0.3181818181818182,0.41013824884792627,0.1694915254237288
2004-03-20 15:00:00,0.11653543307086614,0.06296547054840892,0.29720279720279724,0.4216589861751152,0.13559322033898302
2004-03-20 16:00:00,0.10236220472440945,0.05213270142180095,0.25874125874125875,0.4216589861751152,0.1271186440677966
2004-03-20 17:00:00,0.1496062992125984,0.07921462423832092,0.32167832167832167,0.4124423963133641,0.1694915254237288
2004-03-20 18:00:00,0.1921259842519685,0.0947867298578199,0.37762237762237766,0.3986175115207374,0.18644067796610167
